71,149
71,150
71,151
71,152
71,153
71,154
71,155
71,156
71,157
72,159
72,160
73,161
73,163
74,165
75,166
76,168
76,170
77,172
78,173
79,175
80,177
81,179
82,181
83,182
84,184
86,186
87,187
88,188
89,190
90,191
93,194
94,196
96,198
98,200
100,202
101,202
101,203
102,203
103,204
105,205
106,205
106,206
107,206
108,206
109,206
110,206
111,206
112,206
114,206
115,206
116,206
117,206
119,206
121,206
122,206
123,206
125,206
126,206
127,205
129,205
130,204
131,204
132,204
133,203
134,203
135,203
136,202
137,202
138,201
139,201
140,200
141,199
142,198
143,198
144,197
145,196
146,195
147,194
148,193
149,192
150,191
150,190
151,189
152,188
153,187
153,186
153,185
154,184
154,183
155,182
156,180
156,179
157,178
157,177
157,176
157,175
158,174
159,173
159,172
160,171
160,170
160,169
161,168
161,167
162,166
163,165
163,164
164,163
164,162
165,161
165,160
166,159
167,159
168,157
169,156
169,155
170,154
171,153
172,152
172,151
173,150
174,149
175,148
176,147
177,147
177,146
178,145
179,144
180,144
181,143
182,142
183,141
184,140
185,139
186,139
186,138
187,137
188,136
188,135
189,135
189,134
190,134
190,133
191,132
191,131
192,130
192,129
193,128
193,127
193,126
194,125
194,124
194,123
194,122
194,121
194,119
194,118
194,117
194,116
194,115
194,114
194,113
194,111
193,110
193,108
193,107
192,106
192,103
191,102
190,101
190,100
189,98
189,97
188,96
188,94
187,93
186,92
186,91
185,89
184,88
184,87
183,86
182,85
182,84
181,83
180,82
180,80
179,79
178,78
178,77
177,76
176,75
176,74
175,73
175,72
174,72
173,71
172,70
171,69
171,68
170,67
169,67
168,66
167,65
166,65
165,64
164,64
163,63
162,63
161,62
160,62
159,61
158,61
156,61
155,60
154,60
152,59
151,59
150,59
148,59
147,58
146,58
145,58
143,58
142,57
141,57
140,57
139,57
138,57
136,56
135,56
134,56
133,56
132,55
130,55
129,55
128,54
127,54
126,54
124,54
123,53
122,53
121,53
120,53
119,53
118,52
117,52
116,52
115,52
114,52
112,52
111,52
110,52
109,52
108,52
107,52
106,52
105,52
104,52
103,52
102,52
101,53
100,53
99,54
98,54
97,54
96,55
95,55
95,56
94,57
93,57
92,58
91,58
90,59
89,60
88,60
88,61
87,61
87,62
86,63
85,64
84,64
83,65
83,66
82,67
81,68
80,69
80,70
79,71
78,72
78,73
77,74
77,75
76,76
75,77
75,78
74,79
74,80
73,80
73,81
73,82
72,83
72,84
72,85
71,86
71,87
71,88
70,89
70,90
70,91
70,92
70,93
70,94
69,95
69,97
69,99
69,100
69,102
69,103
68,104
68,106
68,107
68,108
68,109
68,110
68,112
68,113
68,115
68,116
68,119
68,121
68,122
68,124
68,126
68,127
68,128
68,130
68,131
68,134
68,135
68,136
68,139
68,140
69,140
69,142
69,143
69,144
69,145
69,146
69,147
69,148
69,149
70,149
70,150
70,151
70,152
70,153
