120,54
119,54
118,54
117,54
116,54
115,54
114,54
113,54
112,54
110,55
109,56
108,56
107,57
106,57
105,57
104,58
103,58
102,59
101,59
100,59
99,60
98,60
97,61
96,61
95,62
94,62
93,63
92,63
92,64
91,64
90,65
89,66
88,66
88,67
87,67
86,68
85,69
84,69
84,70
83,70
83,71
82,71
82,72
81,72
80,73
79,74
78,75
77,76
76,77
75,78
75,79
74,79
73,80
73,81
72,82
71,83
70,84
70,85
70,86
69,86
69,87
68,88
67,89
67,90
67,91
66,92
66,93
65,93
65,94
64,95
64,96
64,97
63,98
63,99
63,100
63,101
62,102
62,103
62,104
62,106
62,108
62,110
62,111
62,113
62,115
62,116
62,118
62,119
62,121
62,122
62,124
62,126
62,127
63,129
64,131
64,132
65,134
65,136
66,137
66,138
67,140
67,141
68,142
69,143
69,145
70,146
71,147
72,148
72,149
73,150
74,151
75,152
76,153
76,155
77,156
78,157
79,159
80,160
81,161
82,162
82,164
83,165
84,166
84,167
85,167
85,168
86,169
86,170
87,170
87,171
88,172
89,173
89,174
90,174
90,175
91,175
91,176
92,177
92,178
93,178
93,179
94,179
94,180
95,180
96,181
97,181
98,181
98,182
99,182
100,183
101,183
102,183
103,183
104,183
105,184
106,184
107,184
108,184
109,184
110,184
111,184
112,184
113,184
114,184
116,184
117,184
118,184
119,184
120,184
121,184
122,183
123,183
124,182
125,182
126,181
127,181
128,180
130,179
131,179
133,178
133,177
135,177
136,176
138,175
139,175
140,174
142,173
143,172
145,172
147,171
148,170
149,170
151,169
152,169
153,168
155,168
156,167
158,167
159,166
160,166
161,166
162,166
163,165
164,165
165,165
166,165
167,165
168,165
169,165
170,165
171,165
172,165
173,165
174,165
175,165
176,165
177,165
178,165
179,165
180,165
181,164
182,164
182,163
183,163
183,162
184,162
184,161
185,160
185,159
186,159
186,158
187,157
187,156
188,155
188,154
188,153
188,152
189,152
189,151
189,150
189,149
189,148
190,147
190,146
190,144
190,143
190,141
190,140
190,138
190,137
190,136
190,135
190,134
190,132
190,131
190,130
190,127
190,125
190,124
190,123
190,122
190,121
190,119
189,119
189,118
189,117
189,116
189,115
189,114
188,113
188,112
188,110
188,109
187,108
187,106
187,104
186,103
186,102
186,101
185,100
185,99
184,98
184,97
183,96
182,95
182,94
181,93
181,92
180,91
179,90
178,89
178,88
177,87
176,86
175,85
174,84
174,83
173,81
172,80
171,80
170,78
169,78
168,77
168,76
167,75
166,74
165,73
164,72
163,72
162,71
161,70
160,69
159,68
158,67
157,67
156,66
155,65
154,65
153,64
152,63
151,62
150,61
149,61
148,60
147,59
146,58
145,58
144,57
143,56
142,55
141,55
140,55
139,54
138,54
137,53
136,52
135,52
134,52
133,51
132,51
131,51
129,51
128,51
127,51
126,51
125,51
124,51
123,51
122,51
121,51
120,51
119,51
118,51
