 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,363.059,57.896,239,493,825.620,61357.000
2,2.274,951.509,193.327,597,1435,2163.792,160805.000
3,2.274,426.107,57.952,244,602,968.994,72012.000
4,2.274,297.444,33.755,231,434,676.406,50268.000
5,2.274,733.201,91.954,523,931,1667.347,123911.000
6,2.274,366.651,33.659,283,436,833.788,61964.000
7,2.274,364.964,45.540,248,484,829.953,61679.000
8,2.274,1098.272,76.882,886,1351,2497.542,185608.000
9,2.274,521.497,44.897,419,635,1185.918,88133.000
10,2.274,121.124,17.028,78,159,275.444,20470.000
11,2.274,304.367,44.190,192,424,692.150,51438.000
12,2.274,189.586,27.329,127,283,431.130,32040.000
13,2.274,148.704,20.425,102,207,338.163,25131.000
14,2.274,393.680,62.910,279,588,895.255,66532.000
15,2.274,303.467,46.370,199,429,690.105,51286.000
16,2.274,128.710,20.638,87,196,292.695,21752.000
17,2.274,321.473,44.018,223,421,731.051,54329.000
18,2.274,209.994,25.667,154,275,477.540,35489.000
19,2.274,118.751,17.718,72,170,270.049,20069.000
20,2.274,129.639,18.510,83,175,294.808,21909.000
21,2.274,113.414,17.492,67,160,257.911,19167.000
