 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,496.533,88.975,234,645,1129.147,83914.000
2,2.274,405.592,71.641,235,550,922.342,68545.000
3,2.274,618.651,73.524,447,783,1406.852,104552.000
4,2.274,527.456,48.316,366,689,1199.468,89140.000
5,2.274,514.521,53.857,384,665,1170.053,86954.000
6,2.274,682.213,57.628,549,841,1551.396,115294.000
7,2.274,496.302,61.519,360,669,1128.622,83875.000
8,2.274,502.781,41.694,389,616,1143.356,84970.000
9,2.274,694.426,148.026,506,1292,1579.169,117358.000
10,2.274,188.112,23.940,129,246,427.780,31791.000
11,2.274,194.012,23.803,138,263,441.195,32788.000
12,2.274,446.521,77.168,294,662,1015.417,75462.000
13,2.274,194.071,30.375,120,279,441.330,32798.000
14,2.274,209.544,22.832,159,272,476.517,35413.000
15,2.274,461.627,41.039,368,594,1049.770,78015.000
16,2.274,200.899,25.305,133,290,456.858,33952.000
17,2.274,207.243,25.182,144,269,471.283,35024.000
18,2.274,578.385,62.419,364,728,1315.284,97747.000
19,2.274,108.805,17.956,68,176,247.429,18388.000
20,2.274,118.201,16.816,69,156,268.797,19976.000
21,2.274,140.876,17.243,83,185,320.360,23808.000
