 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,573.716,65.229,406,729,1304.667,96958.000
2,2.274,525.024,56.006,346,666,1193.938,88729.000
3,2.274,558.882,56.853,415,725,1270.933,94451.000
4,2.274,445.609,69.698,268,616,1013.345,75308.000
5,2.274,501.408,67.625,321,665,1140.235,84738.000
6,2.274,505.686,60.089,358,704,1149.963,85461.000
7,2.274,511.941,68.802,407,742,1164.186,86518.000
8,2.274,479.604,44.133,371,579,1090.649,81053.000
9,2.274,572.467,47.813,463,721,1301.828,96747.000
10,2.274,230.982,31.750,160,342,525.268,39036.000
11,2.274,247.704,29.895,144,330,563.295,41862.000
12,2.274,363.615,88.550,221,587,826.885,61451.000
13,2.274,234.349,30.370,178,332,532.925,39605.000
14,2.274,237.964,27.302,163,312,541.147,40216.000
15,2.274,550.669,76.486,399,817,1252.256,93063.000
16,2.274,209.107,32.332,124,279,475.522,35339.000
17,2.274,254.473,28.703,185,340,578.689,43006.000
18,2.274,726.840,76.069,535,949,1652.881,122836.000
19,2.274,110.219,17.173,70,165,250.645,18627.000
20,2.274,114.621,17.016,73,163,260.656,19371.000
21,2.274,134.781,18.425,86,172,306.501,22778.000
