 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,312.254,53.561,182,430,710.087,52771.000
2,2.274,241.225,31.056,185,325,548.561,40767.000
3,2.274,347.550,45.222,200,447,790.352,58736.000
4,2.274,298.935,42.869,217,405,679.797,50520.000
5,2.274,216.485,24.145,162,291,492.301,36586.000
6,2.274,322.799,41.304,228,444,734.065,54553.000
7,2.274,373.089,56.876,249,507,848.428,63052.000
8,2.274,293.633,30.000,217,369,667.741,49624.000
9,2.274,445.408,47.328,329,552,1012.887,75274.000
10,2.274,146.047,19.819,86,207,332.121,24682.000
11,2.274,188.527,26.386,113,247,428.722,31861.000
12,2.274,346.740,58.634,227,503,788.508,58599.000
13,2.274,153.746,26.491,94,220,349.627,25983.000
14,2.274,190.988,23.684,126,258,434.319,32277.000
15,2.274,318.107,35.595,222,401,723.395,53760.000
16,2.274,163.598,19.761,118,228,372.032,27648.000
17,2.274,180.515,25.878,113,243,410.502,30507.000
18,2.274,272.254,30.587,205,363,619.124,46011.000
19,2.274,112.604,16.140,66,157,256.068,19030.000
20,2.274,119.420,17.568,55,164,271.569,20182.000
21,2.274,142.669,16.059,103,183,324.438,24111.000
