 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,514.964,59.467,351,665,1171.062,87029.000
2,2.274,1287.515,120.917,877,1556,2927.891,217590.000
3,2.274,337.562,35.543,239,424,767.638,57048.000
4,2.274,678.870,123.118,417,934,1543.794,114729.000
5,2.274,1526.284,247.562,1069,2061,3470.868,257942.000
6,2.274,392.160,41.086,268,496,891.797,66275.000
7,2.274,766.562,140.910,461,1096,1743.212,129549.000
8,2.274,1651.213,302.770,967,2303,3754.965,279055.000
9,2.274,368.491,43.988,250,482,837.973,62275.000
10,2.274,168.852,23.051,116,244,383.980,28536.000
11,2.274,311.740,37.982,222,419,708.916,52684.000
12,2.274,265.970,28.503,190,330,604.834,44949.000
13,2.274,169.615,22.396,111,217,385.716,28665.000
14,2.274,335.337,51.223,230,543,762.579,56672.000
15,2.274,296.462,50.079,215,451,674.173,50102.000
16,2.274,167.118,18.965,99,211,380.038,28243.000
17,2.274,326.580,41.607,222,446,742.664,55192.000
18,2.274,457.444,38.921,343,553,1040.257,77308.000
19,2.274,117.030,16.715,80,159,266.133,19778.000
20,2.274,147.367,23.516,92,229,335.122,24905.000
21,2.274,173.562,31.765,112,310,394.691,29332.000
