 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,560.053,46.132,411,666,1273.597,94649.000
2,2.274,1313.805,172.192,1018,1886,2987.677,222033.000
3,2.274,323.018,42.455,250,452,734.563,54590.000
4,2.274,751.314,155.178,230,952,1708.535,126972.000
5,2.274,1335.006,150.663,1050,1823,3035.889,225616.000
6,2.274,331.627,49.433,235,488,754.142,56045.000
7,2.274,590.769,119.274,374,996,1343.447,99840.000
8,2.274,1614.462,206.892,1148,2152,3671.389,272844.000
9,2.274,383.704,53.003,278,514,872.568,64846.000
10,2.274,160.166,21.090,112,220,364.227,27068.000
11,2.274,1180.438,170.080,757,1670,2684.392,199494.000
12,2.274,524.834,154.792,215,890,1193.507,88697.000
13,2.274,159.183,19.820,110,214,361.993,26902.000
14,2.274,1082.473,188.560,607,1492,2461.614,182938.000
15,2.274,691.976,231.412,218,1119,1573.599,116944.000
16,2.274,152.373,19.907,103,200,346.506,25751.000
17,2.274,1049.325,118.568,754,1393,2386.234,177336.000
18,2.274,578.675,126.196,381,957,1315.943,97796.000
19,2.274,112.343,15.190,76,154,255.476,18986.000
20,2.274,129.663,19.996,81,192,294.861,21913.000
21,2.274,145.183,17.882,97,211,330.156,24536.000
