 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,304.574,70.438,163,438,692.621,51473.000
2,2.274,814.751,99.539,586,1016,1852.797,137693.000
3,2.274,403.296,67.417,279,680,917.121,68157.000
4,2.274,234.450,44.765,144,376,533.154,39622.000
5,2.274,864.698,151.885,525,1243,1966.379,146134.000
6,2.274,371.391,54.171,259,511,844.566,62765.000
7,2.274,364.793,37.911,262,504,829.563,61650.000
8,2.274,1018.053,93.230,818,1250,2315.119,172051.000
9,2.274,461.225,66.539,305,653,1048.855,77947.000
10,2.274,145.923,21.508,90,196,331.838,24661.000
11,2.274,489.864,61.631,294,647,1113.982,82787.000
12,2.274,621.426,158.229,283,997,1413.163,105021.000
13,2.274,145.065,24.025,86,210,329.887,24516.000
14,2.274,490.704,52.286,344,665,1115.893,82929.000
15,2.274,301.686,78.111,182,632,686.054,50985.000
16,2.274,130.462,17.693,90,183,296.678,22048.000
17,2.274,481.254,39.309,352,575,1094.404,81332.000
18,2.274,465.189,141.688,284,895,1057.871,78617.000
19,2.274,115.592,17.011,67,156,262.863,19535.000
20,2.274,137.728,19.546,82,199,313.202,23276.000
21,2.274,147.740,19.577,78,197,335.969,24968.000
