 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,1315.030,197.588,813,1755,2990.462,222240.000
2,2.274,1623.118,167.324,1246,2149,3691.076,274307.000
3,2.274,602.787,61.984,435,756,1370.776,101871.000
4,2.274,1342.787,229.674,889,1788,3053.584,226931.000
5,2.274,1780.657,158.530,1491,2349,4049.328,300931.000
6,2.274,603.503,52.559,478,762,1372.405,101992.000
7,2.274,1190.018,172.112,834,1624,2706.177,201113.000
8,2.274,1503.006,171.295,1079,1877,3417.932,254008.000
9,2.274,569.822,80.068,417,740,1295.813,96300.000
10,2.274,213.953,27.276,151,289,486.542,36158.000
11,2.274,1158.805,171.965,827,1598,2635.197,195838.000
12,2.274,330.556,33.052,236,450,751.706,55864.000
13,2.274,187.976,27.277,122,276,427.470,31768.000
14,2.274,886.680,126.033,592,1128,2016.368,149849.000
15,2.274,276.509,37.093,194,377,628.799,46730.000
16,2.274,200.586,28.569,124,270,456.145,33899.000
17,2.274,832.959,134.415,608,1299,1894.201,140770.000
18,2.274,288.385,30.040,221,367,655.805,48737.000
19,2.274,115.000,17.875,68,165,261.517,19435.000
20,2.274,129.822,17.291,80,174,295.225,21940.000
21,2.274,135.195,15.969,90,184,307.443,22848.000
