 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,555.331,138.680,326,894,1262.859,93851.000
2,2.274,416.651,49.835,296,527,947.491,70414.000
3,2.274,291.757,33.926,191,399,663.475,49307.000
4,2.274,759.237,102.277,522,1003,1726.553,128311.000
5,2.274,424.036,49.540,326,583,964.284,71662.000
6,2.274,326.225,31.922,230,413,741.856,55132.000
7,2.274,818.231,88.245,606,1011,1860.709,138281.000
8,2.274,437.059,55.430,300,588,993.901,73863.000
9,2.274,345.012,29.542,279,415,784.579,58307.000
10,2.274,192.231,20.986,146,248,437.145,32487.000
11,2.274,267.680,28.768,196,339,608.723,45238.000
12,2.274,394.994,57.252,260,568,898.242,66754.000
13,2.274,221.828,27.419,157,307,504.452,37489.000
14,2.274,255.740,29.373,182,327,581.568,43220.000
15,2.274,430.142,60.973,283,558,978.171,72694.000
16,2.274,167.059,23.127,111,253,379.903,28233.000
17,2.274,244.260,31.186,189,330,555.464,41280.000
18,2.274,413.538,83.202,261,630,940.413,69888.000
19,2.274,109.130,15.904,62,159,248.169,18443.000
20,2.274,115.586,16.016,70,159,262.850,19534.000
21,2.274,128.929,18.466,84,181,293.193,21789.000
