 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,283.349,37.855,195,382,644.354,47886.000
2,2.274,225.929,31.426,152,330,513.777,38182.000
3,2.274,576.024,92.877,376,867,1309.915,97348.000
4,2.274,241.219,43.482,150,364,548.547,40766.000
5,2.274,200.834,26.712,138,302,456.710,33941.000
6,2.274,568.846,95.870,353,845,1293.593,96135.000
7,2.274,311.746,63.834,153,448,708.929,52685.000
8,2.274,235.053,30.869,153,319,534.526,39724.000
9,2.274,680.367,128.706,361,881,1547.198,114982.000
10,2.274,157.178,20.117,110,229,357.432,26563.000
11,2.274,188.136,25.954,121,249,427.834,31795.000
12,2.274,353.260,33.241,270,462,803.337,59701.000
13,2.274,147.266,21.469,98,219,334.893,24888.000
14,2.274,162.893,22.000,111,220,370.430,27529.000
15,2.274,279.893,33.071,208,385,636.496,47302.000
16,2.274,139.195,17.895,100,185,316.539,23524.000
17,2.274,160.047,22.673,92,225,363.958,27048.000
18,2.274,276.923,31.164,193,354,629.741,46800.000
19,2.274,108.118,16.773,60,157,245.868,18272.000
20,2.274,112.491,16.497,66,155,255.812,19011.000
21,2.274,134.734,16.987,93,174,306.393,22770.000
