 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,249.556,31.729,185,334,567.507,42175.000
2,2.274,224.609,24.773,152,294,510.776,37959.000
3,2.274,603.604,71.065,475,801,1372.633,102009.000
4,2.274,285.959,40.799,195,382,650.288,48327.000
5,2.274,230.237,29.850,164,314,523.573,38910.000
6,2.274,671.787,68.771,523,849,1527.687,113532.000
7,2.274,260.408,42.287,157,370,592.185,44009.000
8,2.274,198.420,23.922,139,264,451.220,33533.000
9,2.274,489.124,62.716,353,658,1112.300,82662.000
10,2.274,129.426,17.907,81,170,294.323,21873.000
11,2.274,166.580,21.091,116,227,378.813,28152.000
12,2.274,338.059,37.909,257,441,768.768,57132.000
13,2.274,138.917,18.139,76,178,315.907,23477.000
14,2.274,178.178,24.749,121,260,405.187,30112.000
15,2.274,346.710,40.761,244,460,788.441,58594.000
16,2.274,127.118,16.773,84,162,289.075,21483.000
17,2.274,179.716,21.798,119,254,408.686,30372.000
18,2.274,378.391,35.875,286,469,860.484,63948.000
19,2.274,112.065,17.393,72,152,254.843,18939.000
20,2.274,118.941,18.542,51,180,270.479,20101.000
21,2.274,145.947,18.389,80,196,331.892,24665.000
