 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,1339.627,333.104,463,1983,3046.398,226397.000
2,2.274,3943.970,370.104,2404,4095,8968.842,666531.000
3,2.274,1085.876,146.946,699,1367,2469.351,183513.000
4,2.274,1310.852,207.458,848,1782,2980.962,221534.000
5,2.274,3749.935,524.397,2406,4095,8527.593,633739.000
6,2.274,983.657,184.692,557,1304,2236.899,166238.000
7,2.274,1312.030,206.020,679,1666,2983.640,221733.000
8,2.274,3618.604,613.784,1764,4095,8228.937,611544.000
9,2.274,1068.876,117.086,770,1345,2430.692,180640.000
10,2.274,239.746,29.262,139,331,545.197,40517.000
11,2.274,715.734,99.147,510,1096,1627.625,120959.000
12,2.274,467.544,56.766,329,628,1063.226,79015.000
13,2.274,271.432,34.949,188,357,617.254,45872.000
14,2.274,971.621,194.079,568,1370,2209.529,164204.000
15,2.274,445.811,46.980,317,545,1013.802,75342.000
16,2.274,213.964,32.765,135,308,486.569,36160.000
17,2.274,746.112,164.627,431,1088,1696.708,126093.000
18,2.274,478.870,54.592,347,611,1088.981,80929.000
19,2.274,111.970,17.600,54,158,254.628,18923.000
20,2.274,140.189,18.468,101,188,318.800,23692.000
21,2.274,149.609,16.923,107,198,340.222,25284.000
