 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,861.568,112.469,571,1110,1959.261,145605.000
2,2.274,1366.000,147.887,1063,1840,3106.372,230854.000
3,2.274,447.325,44.599,334,583,1017.247,75598.000
4,2.274,757.663,96.765,561,1004,1722.974,128045.000
5,2.274,1161.982,133.887,918,1516,2642.422,196375.000
6,2.274,417.065,39.270,332,529,948.433,70484.000
7,2.274,721.219,179.539,397,1108,1640.098,121886.000
8,2.274,1313.130,249.277,912,1903,2986.143,221919.000
9,2.274,374.485,61.754,261,547,851.603,63288.000
10,2.274,184.030,25.643,134,279,418.495,31101.000
11,2.274,671.231,87.430,419,895,1526.422,113438.000
12,2.274,215.775,22.671,149,290,490.687,36466.000
13,2.274,240.367,36.129,160,323,546.610,40622.000
14,2.274,808.237,106.271,623,1081,1837.982,136592.000
15,2.274,234.734,29.143,177,326,533.800,39670.000
16,2.274,226.373,27.655,166,306,514.786,38257.000
17,2.274,779.751,121.957,540,1019,1773.205,131778.000
18,2.274,227.828,26.430,168,299,518.096,38503.000
19,2.274,110.787,16.500,68,160,251.937,18723.000
20,2.274,118.414,19.133,61,181,269.282,20012.000
21,2.274,130.959,16.375,89,175,297.808,22132.000
