 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,523.787,73.217,341,685,1191.125,88520.000
2,2.274,429.580,57.554,284,603,976.892,72599.000
3,2.274,499.704,59.569,358,656,1136.359,84450.000
4,2.274,432.485,50.151,318,560,983.499,73090.000
5,2.274,434.515,45.126,312,530,988.115,73433.000
6,2.274,522.994,55.340,388,711,1189.322,88386.000
7,2.274,519.544,97.252,272,733,1181.477,87803.000
8,2.274,412.047,50.971,274,522,937.022,69636.000
9,2.274,433.195,54.374,306,577,985.114,73210.000
10,2.274,157.000,24.710,108,224,357.028,26533.000
11,2.274,202.604,26.495,118,291,460.734,34240.000
12,2.274,266.337,31.612,173,340,605.668,45011.000
13,2.274,147.521,20.972,86,217,335.472,24931.000
14,2.274,190.053,23.421,132,247,432.193,32119.000
15,2.274,267.994,25.918,203,322,609.436,45291.000
16,2.274,183.189,25.034,128,274,416.584,30959.000
17,2.274,210.112,24.375,153,276,477.809,35509.000
18,2.274,322.899,33.327,252,434,734.294,54570.000
19,2.274,112.000,16.785,70,164,254.695,18928.000
20,2.274,123.047,17.002,85,158,279.818,20795.000
21,2.274,144.349,18.217,91,189,328.259,24395.000
