 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,890.580,109.316,536,1096,2025.236,150508.000
2,2.274,1605.219,173.895,1275,2115,3650.371,271282.000
3,2.274,469.811,48.336,347,622,1068.380,79398.000
4,2.274,794.101,143.196,508,1042,1805.836,134203.000
5,2.274,1547.225,146.002,1047,1811,3518.489,261481.000
6,2.274,411.124,44.700,325,551,934.923,69480.000
7,2.274,545.769,95.482,298,729,1241.114,92235.000
8,2.274,1352.864,189.330,918,1711,3076.500,228634.000
9,2.274,517.740,110.550,269,778,1177.373,87498.000
10,2.274,196.669,22.800,148,282,447.237,33237.000
11,2.274,942.089,105.693,689,1322,2142.370,159213.000
12,2.274,292.396,46.012,173,427,664.928,49415.000
13,2.274,170.219,23.319,119,239,387.089,28767.000
14,2.274,1011.130,118.084,758,1281,2299.375,170881.000
15,2.274,626.550,113.885,406,905,1424.816,105887.000
16,2.274,188.704,20.267,133,244,429.125,31891.000
17,2.274,1019.349,130.423,734,1339,2318.065,172270.000
18,2.274,630.408,128.155,388,952,1433.589,106539.000
19,2.274,115.627,17.708,73,174,262.944,19541.000
20,2.274,127.166,17.085,82,171,289.183,21491.000
21,2.274,138.692,20.906,92,197,315.395,23439.000
