 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,537.994,86.143,284,708,1223.433,90921.000
2,2.274,375.296,43.493,274,491,853.447,63425.000
3,2.274,454.680,56.025,336,596,1033.973,76841.000
4,2.274,563.497,99.801,347,806,1281.429,95231.000
5,2.274,399.550,51.586,291,522,908.603,67524.000
6,2.274,415.142,65.939,255,592,944.060,70159.000
7,2.274,758.491,140.378,408,1016,1724.858,128185.000
8,2.274,424.893,55.934,260,539,966.235,71807.000
9,2.274,360.213,46.589,252,473,819.148,60876.000
10,2.274,153.260,19.933,106,211,348.524,25901.000
11,2.274,251.675,33.818,186,361,572.324,42533.000
12,2.274,566.775,63.543,416,764,1288.883,95785.000
13,2.274,152.018,19.551,99,205,345.698,25691.000
14,2.274,258.586,32.813,175,350,588.041,43701.000
15,2.274,616.432,125.131,343,977,1401.806,104177.000
16,2.274,145.030,20.100,99,195,329.807,24510.000
17,2.274,235.118,31.401,169,329,534.674,39735.000
18,2.274,395.284,67.072,209,539,898.901,66803.000
19,2.274,114.811,16.335,70,155,261.087,19403.000
20,2.274,117.917,16.914,66,159,268.151,19928.000
21,2.274,130.249,16.956,91,181,296.194,22012.000
