 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,422.899,61.850,293,586,961.700,71470
2,2.274,419.740,56.528,296,552,954.515,70936
3,2.274,795.604,112.829,533,1022,1809.254,134457
4,2.274,411.213,50.834,284,546,935.125,69495
5,2.274,354.237,43.436,274,457,805.557,59866
6,2.274,893.225,76.902,708,1080,2031.251,150955
7,2.274,349.030,56.460,232,533,793.716,58986
8,2.274,313.852,37.850,220,404,713.720,53041
9,2.274,692.189,122.528,445,1008,1574.083,116980
10,2.274,159.207,21.442,111,225,362.047,26906
11,2.274,180.550,23.798,123,241,410.583,30513
12,2.274,308.024,40.674,215,425,700.466,52056
13,2.274,171.408,20.476,114,227,389.793,28968
14,2.274,198.296,26.111,131,265,450.938,33512
15,2.274,344.391,41.854,241,473,783.166,58202
16,2.274,157.888,21.302,95,215,359.047,26683
17,2.274,214.219,26.541,146,288,487.148,36203
18,2.274,405.675,43.124,289,515,922.530,68559
19,2.274,112.722,16.116,72,158,256.337,19050
20,2.274,117.935,17.712,79,168,268.192,19931
21,2.274,143.479,19.020,94,188,326.281,24248
