 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,446.456,68.570,269,635,1015.269,75451.000
2,2.274,1423.763,212.894,886,2307,3237.729,240616.000
3,2.274,357.361,39.730,268,467,812.662,60394.000
4,2.274,588.976,124.343,260,855,1339.370,99537.000
5,2.274,1777.538,295.276,1035,2316,4042.237,300404.000
6,2.274,389.728,44.741,289,513,886.266,65864.000
7,2.274,602.751,81.255,429,829,1370.696,101865.000
8,2.274,1639.592,180.550,1128,1944,3728.537,277091.000
9,2.274,486.805,92.548,333,757,1107.025,82270.000
10,2.274,167.361,23.927,100,248,380.590,28284.000
11,2.274,446.680,96.245,279,731,1015.780,75489.000
12,2.274,316.805,43.631,227,456,720.434,53540.000
13,2.274,159.296,24.575,104,226,362.249,26921.000
14,2.274,327.580,48.409,220,467,744.938,55361.000
15,2.274,298.059,44.782,204,432,677.806,50372.000
16,2.274,154.355,22.791,93,218,351.013,26086.000
17,2.274,335.408,40.118,225,455,762.740,56684.000
18,2.274,320.290,59.710,199,490,728.360,54129.000
19,2.274,128.225,18.102,71,171,291.592,21670.000
20,2.274,201.586,31.361,122,285,458.419,34068.000
21,2.274,194.030,26.276,135,283,441.236,32791.000
