 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,385.657,53.094,215,535,877.008,65176.000
2,2.274,1671.314,110.857,1387,1916,3800.675,282452.000
3,2.274,430.527,69.736,322,612,979.045,72759.000
4,2.274,442.574,48.050,315,552,1006.442,74795.000
5,2.274,1679.201,203.833,1173,2099,3818.612,283785.000
6,2.274,509.432,67.697,360,685,1158.481,86094.000
7,2.274,485.574,60.709,365,632,1104.226,82062.000
8,2.274,1951.053,152.062,1610,2390,4436.821,329728.000
9,2.274,488.154,54.105,350,632,1110.093,82498.000
10,2.274,177.320,19.585,118,230,403.236,29967.000
11,2.274,1215.195,188.130,738,1625,2763.432,205368.000
12,2.274,543.923,63.927,393,673,1236.916,91923.000
13,2.274,183.207,21.212,124,246,416.625,30962.000
14,2.274,1187.118,168.474,904,1664,2699.583,200623.000
15,2.274,554.562,51.425,442,695,1261.110,93721.000
16,2.274,165.663,19.799,118,221,376.728,27997.000
17,2.274,1234.408,113.987,971,1584,2807.124,208615.000
18,2.274,362.166,43.368,279,486,823.588,61206.000
19,2.274,115.544,17.342,72,178,262.755,19527.000
20,2.274,174.237,24.058,114,254,396.225,29446.000
21,2.274,141.320,19.762,97,190,321.370,23883.000
