 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,280.444,39.154,194,364,637.747,47395.000
2,2.274,203.876,24.684,132,262,463.627,34455.000
3,2.274,258.740,29.824,186,350,588.391,43727.000
4,2.274,323.680,35.704,229,421,736.070,54702.000
5,2.274,236.059,25.766,172,309,536.814,39894.000
6,2.274,343.911,35.742,243,450,782.076,58121.000
7,2.274,308.799,33.529,212,383,702.228,52187.000
8,2.274,219.006,20.341,161,290,498.034,37012.000
9,2.274,304.586,27.735,221,383,692.648,51475.000
10,2.274,149.414,20.423,105,236,339.778,25251.000
11,2.274,195.905,21.410,137,277,445.501,33108.000
12,2.274,484.219,53.857,383,603,1101.145,81833.000
13,2.274,181.568,21.277,125,231,412.897,30685.000
14,2.274,220.680,24.912,156,285,501.842,37295.000
15,2.274,934.006,84.812,740,1159,2123.990,157847.000
16,2.274,149.769,18.609,102,205,340.585,25311.000
17,2.274,160.213,19.767,115,205,364.335,27076.000
18,2.274,203.154,25.674,139,267,461.985,34333.000
19,2.274,136.006,19.935,90,186,309.286,22985.000
20,2.274,176.320,25.443,127,257,400.962,29798.000
21,2.274,259.793,35.835,181,344,590.786,43905.000
