 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,334.769,43.960,213,463,761.287,56576.000
2,2.274,1136.225,154.142,766,1455,2583.848,192022.000
3,2.274,575.130,49.159,436,760,1307.883,97197.000
4,2.274,296.071,35.048,205,371,673.285,50036.000
5,2.274,1254.337,114.500,1020,1578,2852.444,211983.000
6,2.274,647.533,73.757,468,885,1472.531,109433.000
7,2.274,299.166,73.068,151,474,680.322,50559.000
8,2.274,1121.509,153.569,704,1447,2550.383,189535.000
9,2.274,601.112,101.305,388,1006,1366.968,101588.000
10,2.274,146.107,17.586,101,192,332.256,24692.000
11,2.274,726.189,118.155,536,1184,1651.401,122726.000
12,2.274,415.633,39.417,320,516,945.176,70242.000
13,2.274,143.426,20.751,88,189,326.160,24239.000
14,2.274,673.071,121.983,482,1013,1530.607,113749.000
15,2.274,378.462,41.355,280,493,860.646,63960.000
16,2.274,133.071,18.455,84,193,302.612,22489.000
17,2.274,608.195,76.597,477,828,1383.075,102785.000
18,2.274,367.018,36.806,277,458,834.622,62026.000
19,2.274,114.929,15.628,64,152,261.356,19423.000
20,2.274,143.621,20.803,90,200,326.604,24272.000
21,2.274,147.142,18.017,95,182,334.610,24867.000
