 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,346.260,53.763,198,456,787.418,58518.000
2,2.274,244.533,43.681,141,357,556.083,41326.000
3,2.274,273.379,29.565,180,360,621.681,46201.000
4,2.274,344.929,56.851,236,507,784.391,58293.000
5,2.274,295.893,48.503,164,438,672.881,50006.000
6,2.274,394.083,114.692,179,634,896.170,66600.000
7,2.274,223.172,24.194,158,297,507.507,37716.000
8,2.274,197.533,31.255,128,281,449.202,33383.000
9,2.274,271.882,38.474,185,407,618.276,45948.000
10,2.274,133.509,17.620,93,179,303.608,22563.000
11,2.274,155.462,25.398,102,241,353.530,26273.000
12,2.274,309.284,56.857,197,454,703.332,52269.000
13,2.274,132.917,19.039,77,185,302.262,22463.000
14,2.274,167.657,22.096,116,232,381.262,28334.000
15,2.274,394.018,74.421,225,551,896.022,66589.000
16,2.274,144.254,17.365,101,189,328.044,24379.000
17,2.274,171.556,24.833,105,252,390.130,28993.000
18,2.274,239.740,46.958,152,393,545.183,40516.000
19,2.274,111.189,16.876,61,167,252.852,18791.000
20,2.274,118.491,16.664,77,157,269.456,20025.000
21,2.274,137.189,17.710,90,185,311.977,23185.000
