 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,475.982,70.908,328,684,1082.414,80441.000
2,2.274,328.201,47.184,234,471,746.351,55466.000
3,2.274,703.568,51.351,561,809,1599.959,118903.000
4,2.274,459.000,41.945,365,551,1043.796,77571.000
5,2.274,297.787,34.573,208,397,677.187,50326.000
6,2.274,592.905,55.364,464,697,1348.305,100201.000
7,2.274,548.485,46.571,450,677,1247.291,92694.000
8,2.274,378.846,50.153,260,519,861.521,64025.000
9,2.274,689.124,49.594,520,851,1567.113,116462.000
10,2.274,135.491,18.766,93,191,308.116,22898.000
11,2.274,173.101,25.684,120,236,393.642,29254.000
12,2.274,269.574,27.616,199,356,613.029,45558.000
13,2.274,143.201,18.290,74,193,325.649,24201.000
14,2.274,212.905,30.192,146,289,484.160,35981.000
15,2.274,318.598,34.647,247,418,724.512,53843.000
16,2.274,133.479,18.868,94,190,303.540,22558.000
17,2.274,156.402,27.910,77,239,355.669,26432.000
18,2.274,203.266,34.708,128,285,462.241,34352.000
19,2.274,113.320,17.712,71,164,257.696,19151.000
20,2.274,117.432,17.556,66,159,267.048,19846.000
21,2.274,139.467,17.727,99,188,317.158,23570.000
