 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,458.852,36.566,349,561,1043.459,77546.000
2,2.274,307.142,34.133,222,392,698.461,51907.000
3,2.274,551.846,67.382,412,703,1254.934,93262.000
4,2.274,632.414,60.094,497,787,1438.151,106878.000
5,2.274,381.781,33.064,308,457,868.195,64521.000
6,2.274,624.118,49.628,510,760,1419.285,105476.000
7,2.274,507.941,106.933,216,678,1155.090,85842.000
8,2.274,323.166,36.636,228,416,734.900,54615.000
9,2.274,562.651,83.172,303,699,1279.504,95088.000
10,2.274,135.799,17.220,82,187,308.815,22950.000
11,2.274,182.710,23.113,121,251,415.494,30878.000
12,2.274,259.349,27.945,186,367,589.777,43830.000
13,2.274,160.627,22.008,92,233,365.277,27146.000
14,2.274,193.580,24.711,133,280,440.213,32715.000
15,2.274,282.467,28.612,205,352,642.349,47737.000
16,2.274,148.598,19.339,89,206,337.921,25113.000
17,2.274,189.941,26.267,119,268,431.938,32100.000
18,2.274,287.189,26.296,213,366,653.087,48535.000
19,2.274,113.107,19.081,56,157,257.211,19115.000
20,2.274,116.178,16.104,75,157,264.195,19634.000
21,2.274,136.101,16.430,97,178,309.502,23001.000
