 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,919.609,173.642,543,1242,2091.251,155414.000
2,2.274,1292.497,159.134,923,1712,2939.221,218432.000
3,2.274,341.219,48.674,231,468,775.954,57666.000
4,2.274,1051.947,228.050,505,1431,2392.195,177779.000
5,2.274,1556.479,206.943,925,2022,3539.534,263045.000
6,2.274,357.994,65.013,248,548,814.102,60501.000
7,2.274,805.450,126.367,492,1039,1831.644,136121.000
8,2.274,1231.237,209.699,757,1747,2799.911,208079.000
9,2.274,348.077,56.352,233,475,791.549,58825.000
10,2.274,225.148,29.184,155,314,512.001,38050.000
11,2.274,931.036,124.935,693,1287,2117.235,157345.000
12,2.274,425.675,81.702,283,686,968.011,71939.000
13,2.274,197.485,23.799,146,309,449.094,33375.000
14,2.274,791.325,94.261,600,1123,1799.525,133734.000
15,2.274,501.621,72.016,351,665,1140.719,84774.000
16,2.274,196.556,24.594,126,273,446.981,33218.000
17,2.274,805.580,131.003,559,1266,1831.940,136143.000
18,2.274,293.604,65.519,173,484,667.673,49619.000
19,2.274,129.757,18.819,85,178,295.077,21929.000
20,2.274,140.953,18.772,87,187,320.535,23821.000
21,2.274,145.675,18.988,79,186,331.273,24619.000
