 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,457.698,43.069,326,558,1040.835,77351.000
2,2.274,1577.231,164.237,1282,2044,3586.724,266552.000
3,2.274,763.249,110.513,546,1115,1735.676,128989.000
4,2.274,371.627,91.658,185,544,845.104,62805.000
5,2.274,1179.396,181.102,821,1530,2682.023,199318.000
6,2.274,583.817,101.137,380,780,1327.636,98665.000
7,2.274,295.479,44.122,186,421,671.939,49936.000
8,2.274,1139.728,152.274,702,1497,2591.814,192614.000
9,2.274,536.609,80.066,370,816,1220.284,90687.000
10,2.274,134.302,18.464,82,183,305.411,22697.000
11,2.274,387.296,75.580,261,563,880.736,65453.000
12,2.274,249.000,33.269,171,374,566.242,42081.000
13,2.274,150.065,20.203,94,238,341.258,25361.000
14,2.274,472.811,61.646,327,625,1075.202,79905.000
15,2.274,298.544,40.087,199,406,678.909,50454.000
16,2.274,146.828,19.185,95,203,333.897,24814.000
17,2.274,483.580,62.623,280,711,1099.692,81725.000
18,2.274,284.231,36.951,202,378,646.359,48035.000
19,2.274,111.225,18.012,53,152,252.932,18797.000
20,2.274,114.781,18.052,71,164,261.020,19398.000
21,2.274,136.426,17.879,86,190,310.242,23056.000
