 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,588.402,67.859,414,761,1338.065,99440.000
2,2.274,350.426,53.850,235,505,796.891,59222.000
3,2.274,750.207,58.934,566,951,1706.019,126785.000
4,2.274,554.604,94.974,352,808,1261.204,93728.000
5,2.274,322.615,30.148,247,398,733.648,54522.000
6,2.274,890.769,52.418,719,1043,2025.667,150540.000
7,2.274,458.615,46.647,357,582,1042.921,77506.000
8,2.274,323.355,58.769,174,476,735.330,54647.000
9,2.274,903.077,63.996,717,1080,2053.655,152620.000
10,2.274,144.811,18.726,100,199,329.309,24473.000
11,2.274,184.509,23.801,119,261,419.585,31182.000
12,2.274,347.059,33.793,269,455,789.235,58653.000
13,2.274,145.846,17.306,92,186,331.664,24648.000
14,2.274,182.645,23.517,135,239,415.346,30867.000
15,2.274,335.734,31.334,247,406,763.480,56739.000
16,2.274,153.929,21.368,94,227,350.044,26014.000
17,2.274,176.243,24.946,116,257,400.787,29785.000
18,2.274,284.728,26.520,224,357,647.489,48119.000
19,2.274,116.639,19.100,53,162,265.245,19712.000
20,2.274,114.947,17.581,59,158,261.396,19426.000
21,2.274,130.917,16.196,81,169,297.714,22125.000
