 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,541.391,109.131,321,777,1231.157,91495.000
2,2.274,390.124,45.349,278,554,887.168,65931.000
3,2.274,537.574,46.044,410,654,1222.478,90850.000
4,2.274,561.314,90.016,320,742,1276.463,94862.000
5,2.274,425.828,50.049,303,550,968.361,71965.000
6,2.274,595.669,82.837,407,756,1354.589,100668.000
7,2.274,555.408,91.511,327,729,1263.034,93864.000
8,2.274,440.947,73.042,311,625,1002.741,74520.000
9,2.274,655.006,84.146,456,874,1489.526,110696.000
10,2.274,144.686,18.871,84,188,329.026,24452.000
11,2.274,202.379,30.255,140,300,460.222,34202.000
12,2.274,301.320,31.710,240,411,685.220,50923.000
13,2.274,142.391,21.930,76,197,323.805,24064.000
14,2.274,242.503,30.128,170,334,551.467,40983.000
15,2.274,413.402,54.803,284,534,940.104,69865.000
16,2.274,135.544,19.864,87,196,308.237,22907.000
17,2.274,196.284,32.816,101,296,446.362,33172.000
18,2.274,275.680,30.632,197,355,626.915,46590.000
19,2.274,114.053,16.266,69,151,259.364,19275.000
20,2.274,117.533,16.737,81,157,267.277,19863.000
21,2.274,133.769,17.121,91,172,304.200,22607.000
