 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,737.118,82.261,515,936,1676.255,124573.000
2,2.274,3284.852,269.805,2574,3828,7469.965,555140.000
3,2.274,541.811,51.048,420,671,1232.112,91566.000
4,2.274,806.669,102.093,572,1123,1834.416,136327.000
5,2.274,3758.420,255.841,3034,4095,8546.889,635173.000
6,2.274,593.722,63.071,438,784,1350.162,100339.000
7,2.274,582.408,47.468,465,711,1324.434,98427.000
8,2.274,3219.852,191.521,2725,3599,7322.151,544155.000
9,2.274,529.148,52.576,392,677,1203.316,89426.000
10,2.274,189.911,25.508,101,282,431.870,32095.000
11,2.274,784.189,110.302,573,1104,1783.297,132528.000
12,2.274,438.095,40.913,351,555,996.255,74038.000
13,2.274,189.296,28.885,127,272,430.471,31991.000
14,2.274,769.562,93.548,541,995,1750.034,130056.000
15,2.274,444.124,58.099,332,569,1009.967,75057.000
16,2.274,175.473,22.885,115,245,399.038,29655.000
17,2.274,649.509,104.736,446,925,1477.025,109767.000
18,2.274,410.272,44.031,320,540,932.985,69336.000
19,2.274,110.994,16.468,72,159,252.408,18758.000
20,2.274,123.166,15.603,77,160,280.087,20815.000
21,2.274,139.604,17.817,95,191,317.467,23593.000
