 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,319.112,55.539,196,472,725.682,53930.000
2,2.274,232.911,32.998,149,326,529.655,39362.000
3,2.274,352.355,49.353,250,472,801.278,59548.000
4,2.274,342.550,40.240,240,455,778.981,57891.000
5,2.274,253.089,31.376,178,368,575.540,42772.000
6,2.274,420.544,55.605,287,534,956.345,71072.000
7,2.274,277.355,32.460,188,356,630.723,46873.000
8,2.274,210.438,25.277,141,272,478.549,35564.000
9,2.274,400.367,83.045,254,651,910.460,67662.000
10,2.274,163.740,21.777,114,213,372.354,27672.000
11,2.274,196.746,23.789,143,267,447.412,33250.000
12,2.274,802.675,87.775,594,1162,1825.334,135652.000
13,2.274,164.793,21.238,114,217,374.750,27850.000
14,2.274,206.604,27.685,119,295,469.830,34916.000
15,2.274,973.675,116.157,712,1246,2214.199,164551.000
16,2.274,169.586,19.859,104,233,385.649,28660.000
17,2.274,196.266,28.726,109,267,446.322,33169.000
18,2.274,668.840,94.796,378,921,1520.986,113034.000
19,2.274,111.367,17.434,69,158,253.255,18821.000
20,2.274,118.970,17.112,78,165,270.546,20106.000
21,2.274,138.615,18.834,89,184,315.220,23426.000
