 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,301.012,34.891,227,386,684.520,50871.000
2,2.274,881.426,84.200,634,1120,2004.420,148961.000
3,2.274,363.929,45.678,245,508,827.598,61504.000
4,2.274,377.828,40.035,274,486,859.206,63853.000
5,2.274,959.231,67.696,764,1155,2181.352,162110.000
6,2.274,588.201,57.865,465,735,1337.607,99406.000
7,2.274,327.515,44.253,192,442,744.790,55350.000
8,2.274,872.627,63.052,727,1033,1984.410,147474.000
9,2.274,508.538,83.513,303,686,1156.449,85943.000
10,2.274,146.509,18.617,99,205,333.171,24760.000
11,2.274,708.462,67.266,520,871,1611.087,119730.000
12,2.274,292.580,30.526,222,388,665.345,49446.000
13,2.274,177.343,23.754,114,236,403.290,29971.000
14,2.274,548.787,57.836,407,679,1247.977,92745.000
15,2.274,526.308,55.574,397,700,1196.858,88946.000
16,2.274,172.189,25.565,98,230,391.570,29100.000
17,2.274,549.769,68.375,396,722,1250.211,92911.000
18,2.274,485.503,103.274,304,796,1104.065,82050.000
19,2.274,111.953,17.816,62,153,254.588,18920.000
20,2.274,115.811,15.897,69,155,263.361,19572.000
21,2.274,130.988,17.947,89,176,297.876,22137.000
