 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,427.633,46.035,274,534,972.465,72270.000
2,2.274,378.751,55.722,253,538,861.305,64009.000
3,2.274,579.615,64.623,361,782,1318.083,97955.000
4,2.274,447.178,56.170,321,559,1016.910,75573.000
5,2.274,388.580,51.309,292,560,883.656,65670.000
6,2.274,559.852,50.356,342,716,1273.140,94615.000
7,2.274,405.207,52.966,269,524,921.467,68480.000
8,2.274,378.544,40.376,233,467,860.834,63974.000
9,2.274,557.012,56.013,384,704,1266.681,94135.000
10,2.274,142.615,19.259,84,189,324.317,24102.000
11,2.274,238.734,36.275,143,332,542.896,40346.000
12,2.274,364.006,43.772,251,483,827.773,61517.000
13,2.274,140.994,19.761,82,185,320.630,23828.000
14,2.274,197.373,31.979,132,302,448.838,33356.000
15,2.274,317.888,36.670,225,398,722.897,53723.000
16,2.274,138.817,19.179,82,188,315.678,23460.000
17,2.274,180.911,27.796,103,249,411.404,30574.000
18,2.274,297.314,41.381,215,412,676.110,50246.000
19,2.274,112.296,16.815,61,163,255.368,18978.000
20,2.274,120.604,17.191,76,161,274.260,20382.000
21,2.274,135.479,17.939,92,179,308.089,22896.000
