 ,Area,Mean,StdDev,Min,Max,IntDen,RawIntDen
1,2.274,865.391,97.911,577,1058,1967.954,146251.000
2,2.274,1600.574,199.705,1139,2023,3639.808,270497.000
3,2.274,388.793,49.947,276,508,884.140,65706.000
4,2.274,864.124,133.030,600,1132,1965.074,146037.000
5,2.274,1394.734,211.678,902,1867,3171.714,235710.000
6,2.274,393.030,55.980,265,540,893.775,66422.000
7,2.274,944.604,128.581,610,1259,2148.089,159638.000
8,2.274,1520.343,240.592,1107,2216,3457.358,256938.000
9,2.274,376.917,43.530,293,523,857.134,63699.000
10,2.274,194.018,22.500,145,264,441.209,32789.000
11,2.274,961.012,188.110,706,1539,2185.403,162411.000
12,2.274,376.260,89.333,228,642,855.640,63588.000
13,2.274,196.964,21.024,142,241,447.910,33287.000
14,2.274,1206.899,148.327,852,1596,2744.567,203966.000
15,2.274,374.728,44.673,254,469,852.155,63329.000
16,2.274,176.828,21.409,111,242,402.119,29884.000
17,2.274,688.278,112.025,482,927,1565.189,116319.000
18,2.274,345.231,46.937,219,472,785.077,58344.000
19,2.274,115.130,17.233,72,168,261.813,19457.000
20,2.274,128.852,17.291,76,173,293.018,21776.000
21,2.274,143.254,17.690,88,192,325.770,24210.000
